Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
56.0,2,0,1,2,86358.0,1722.0,5095.0,78.0,957.0,47.0,494.0,82.0,47.0,95.0,5,3,6,4,0,8,1
45.0,2,1,1,3,46931.0,78.0,4471.0,94.0,41.0,0.0,17.0,3.0,1.0,16.0,1,1,3,2,0,3,0
37.0,0,0,0,0,16581.0,24.0,4938.0,51.0,1.0,3.0,4.0,2.0,3.0,11.0,0,0,3,1,0,4,0
70.0,1,0,0,0,63998.0,1168.0,4596.0,42.0,176.0,29.0,556.0,0.0,33.0,112.0,7,6,11,1,0,4,2
71.0,3,1,1,1,67381.0,957.0,4935.0,67.0,815.0,8.0,53.0,11.0,0.0,70.0,2,2,9,4,1,7,1
55.0,2,0,1,2,25930.0,15.0,4667.0,87.0,6.0,1.0,2.0,2.0,0.0,4.0,1,0,2,1,0,7,0
44.0,2,1,1,1,42693.0,57.0,4427.0,29.0,8.0,4.0,20.0,6.0,3.0,16.0,1,0,3,1,0,5,0
46.0,2,1,1,1,85606.0,1956.0,4999.0,89.0,717.0,42.0,556.0,120.5,30.0,84.0,6,7,9,2,1,3,2
37.0,2,0,0,0,72903.0,2013.0,4648.0,74.0,1067.0,81.0,556.0,0.0,19.0,39.0,7,5,8,1,3,4,2
48.0,1,1,1,1,49669.0,326.0,4441.0,97.0,166.0,5.0,107.0,11.0,8.0,29.0,5,1,6,2,0,6,1
54.0,4,1,1,2,36778.0,77.0,5098.0,63.0,29.0,4.0,34.0,2.0,4.0,4.0,3,0,3,3,0,9,0
60.0,4,0,0,0,85696.0,1313.0,4827.0,88.0,714.0,76.0,395.0,116.0,0.0,12.0,4,6,9,1,0,1,2
33.0,3,0,0,0,10979.0,30.0,4443.0,34.0,8.0,4.0,10.0,2.0,2.0,4.0,3,0,3,2,0,5,0
61.0,2,1,1,1,49678.0,315.0,4917.0,81.0,229.0,5.0,56.0,3.0,2.0,20.0,6,2,4,2,0,7,1
69.0,3,1,1,1,56129.0,660.0,4779.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,6,2,10,4,0,4,1
33.0,2,1,1,1,37155.0,74.0,4919.0,51.0,23.0,0.0,26.0,7.0,15.0,3.0,2,0,4,1,0,5,0
44.0,1,0,1,1,21282.0,46.0,4454.0,76.0,1.0,5.0,8.0,4.0,8.0,20.0,2,1,2,2,0,6,0
60.0,4,0,1,1,33419.0,86.0,4721.0,76.0,56.0,0.0,12.0,0.0,0.0,18.0,2,0,4,2,0,7,0
77.0,2,0,0,0,63285.0,1103.0,4641.0,84.0,508.0,81.0,249.0,50.0,38.0,126.5,6,5,13,1,0,3,2
48.0,3,1,1,1,21255.0,61.0,4564.0,56.0,29.0,0.0,25.0,2.0,2.0,3.0,2,1,4,4,0,4,0
41.0,2,1,1,1,42162.0,145.0,4627.0,31.0,46.0,7.0,59.0,2.0,4.0,27.0,3,1,3,2,1,6,0
66.0,2,1,1,2,54450.0,684.0,5058.0,0.0,454.0,0.0,171.0,8.0,19.0,32.0,9,2,8,12,0,8,1
68.0,4,1,1,1,57744.0,411.0,4634.0,91.0,350.0,3.0,39.0,0.0,0.0,19.0,9,1,4,2,0,8,1
36.0,2,0,1,1,26576.0,27.0,5029.0,40.0,10.0,0.0,8.0,0.0,0.0,9.0,1,0,2,1,1,9,0
79.0,4,0,0,0,57513.0,1060.0,4763.0,59.0,735.0,40.0,183.0,52.0,20.0,30.0,9,3,13,2,0,6,2
58.0,2,1,1,1,68142.0,1459.0,5074.0,96.0,897.0,81.0,196.0,91.0,81.0,37.0,10,4,7,3,0,6,1
43.0,2,1,1,1,7500.0,18.0,5074.0,61.0,5.0,2.0,3.0,3.0,0.0,5.0,1,0,2,1,0,8,0
48.0,2,1,0,0,83145.0,1833.0,5050.0,14.0,777.0,35.0,556.0,39.0,81.0,114.0,5,9,11,1,1,2,2
62.0,3,1,1,1,54197.0,237.0,4492.0,16.0,162.0,6.0,37.0,6.0,13.0,13.0,1,3,6,2,0,1,0
59.0,4,0,1,2,23091.0,48.0,4437.0,98.0,35.0,0.0,11.0,0.0,0.0,2.0,2,1,3,4,0,7,0
46.0,2,1,1,2,46049.0,515.0,4748.0,11.0,342.0,9.0,112.0,19.0,14.0,19.0,5,2,9,10,0,7,1
48.0,2,1,0,0,56715.0,1020.0,4976.0,52.0,258.0,81.0,239.0,120.5,81.0,9.0,7,3,4,1,0,4,2
61.0,2,1,0,0,79410.0,1370.0,4436.0,19.0,658.0,80.0,483.0,120.5,13.0,13.0,3,2,5,1,0,1,2
71.0,2,1,1,1,57304.0,1026.0,4880.0,61.0,356.0,80.0,329.0,120.5,17.0,106.0,7,6,10,2,0,5,1
57.0,2,1,1,1,44375.0,301.0,4503.0,73.0,213.0,5.0,28.0,7.0,7.0,41.0,4,1,6,1,0,5,0
66.0,2,1,1,2,54450.0,684.0,5058.0,0.0,454.0,0.0,171.0,8.0,19.0,32.0,9,2,8,12,0,8,1
57.0,2,1,1,1,59594.0,499.0,5022.0,74.0,457.0,4.0,29.0,0.0,0.0,9.0,8,1,7,1,1,7,1
28.0,2,1,0,0,80685.0,1004.0,5081.0,55.0,241.0,45.0,556.0,34.0,26.0,54.0,6,4,10,1,0,2,2
48.0,4,1,1,1,40344.0,218.0,4664.0,48.0,210.0,0.0,6.0,0.0,0.0,2.0,4,1,5,2,0,7,0
50.0,2,1,1,1,62710.0,606.0,4807.0,53.0,441.0,35.0,83.0,7.0,29.0,11.0,4,2,12,4,0,4,1
54.0,1,1,1,1,48985.0,75.0,4764.0,13.0,19.0,13.0,18.0,10.0,7.0,8.0,1,1,3,1,0,3,0
54.0,2,1,1,3,35322.0,106.0,5081.0,34.0,28.0,9.0,37.0,12.0,7.0,13.0,2,0,4,3,0,8,0
74.0,2,1,0,0,77142.0,990.0,4801.0,54.0,476.0,75.0,162.0,29.0,81.0,97.0,4,4,8,1,0,2,2
53.0,2,0,0,0,81657.0,1097.0,4563.0,69.0,364.0,40.0,425.0,120.5,60.0,50.0,3,4,8,1,0,1,2
26.0,0,1,0,0,14421.0,16.0,4537.0,81.0,0.0,0.0,2.0,3.0,3.0,8.0,1,0,2,1,1,5,0
48.0,1,1,0,0,20130.0,34.0,4509.0,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1,0,3,1,0,8,0
32.0,4,1,0,0,74214.0,1711.0,5077.0,3.0,863.0,81.0,547.0,86.0,81.0,33.0,8,2,5,1,0,5,2
65.0,3,1,1,2,66726.0,438.0,4573.0,61.0,349.0,7.0,35.0,0.0,0.0,47.0,8,2,4,3,1,7,1
43.0,0,1,1,1,23724.0,75.0,4942.0,65.0,5.0,23.0,15.0,0.0,18.0,14.0,2,0,3,2,0,8,0
62.0,3,1,1,1,47353.0,225.0,4633.0,93.0,184.0,2.0,19.0,8.0,8.0,4.0,2,2,6,3,0,5,0
70.0,3,1,1,2,33444.0,18.0,5008.0,24.0,8.0,0.0,8.0,0.0,0.0,2.0,1,0,2,1,0,8,0
41.0,2,1,1,1,54386.0,470.0,4813.0,8.0,277.0,21.0,64.0,62.0,21.0,25.0,3,2,10,2,0,3,1
41.0,2,0,1,2,28510.0,91.0,4847.0,72.0,44.0,5.0,19.0,0.0,4.0,19.0,2,0,4,3,0,5,0
31.0,3,0,0,0,90638.0,2510.625,4541.0,29.0,1156.0,81.0,556.0,94.0,81.0,96.0,3,4,10,1,1,1,2
72.0,2,1,1,1,48070.0,504.0,4937.0,33.0,373.0,14.0,83.0,6.0,9.0,19.0,8,2,6,3,0,7,1
65.0,2,1,1,1,43140.0,235.0,4945.0,68.0,134.0,8.0,76.0,6.0,0.0,11.0,4,1,5,1,0,6,0
61.0,4,0,1,1,54959.0,1232.0,4931.0,55.0,1148.0,0.0,60.0,0.0,0.0,24.0,9,5,4,3,1,7,1
64.0,0,0,1,2,15056.0,88.0,4827.0,76.0,6.0,12.0,3.0,21.0,6.0,40.0,2,2,3,5,0,5,0
51.0,2,0,1,1,26954.0,17.0,4457.0,17.0,4.0,1.0,11.0,0.0,0.0,1.0,1,0,2,1,0,7,0
37.0,2,0,1,1,22327.0,24.0,4736.0,94.0,5.0,4.0,8.0,2.0,0.0,5.0,1,0,3,1,0,5,0
57.0,2,1,1,2,44393.0,60.0,4716.0,86.0,24.0,2.0,20.0,2.0,2.0,10.0,1,0,4,2,0,4,0
70.0,4,0,1,1,62000.0,1020.0,4713.0,25.0,899.0,0.0,101.0,0.0,0.0,20.0,6,6,13,1,1,4,1
60.0,4,1,1,1,31497.0,155.0,4975.0,22.0,108.0,1.0,28.0,13.0,1.0,4.0,3,1,4,2,0,8,0
48.0,1,1,1,2,45894.0,51.0,4527.0,15.0,27.0,2.0,7.0,0.0,2.0,13.0,1,0,3,1,0,5,0
52.0,3,0,0,0,78579.0,1812.0,4959.0,35.0,816.0,66.0,549.0,120.5,66.0,99.0,5,6,4,1,0,3,2
53.0,3,0,1,1,67369.0,1461.0,4994.0,81.0,1225.0,0.0,70.0,37.0,14.0,42.0,7,4,10,4,2,4,1
62.0,2,0,1,1,58401.0,96.0,4475.0,55.0,10.0,0.0,11.0,17.0,29.0,29.0,1,2,2,1,0,4,0
70.0,2,0,1,1,62307.0,160.0,4537.0,94.0,87.0,13.0,34.0,10.0,6.0,10.0,4,0,4,1,0,5,0
53.0,3,1,1,2,43641.0,139.0,4838.0,50.0,57.0,2.0,51.0,4.0,2.0,23.0,2,1,4,3,0,6,0
54.0,3,0,1,1,63841.0,908.0,4839.0,64.0,635.0,15.0,100.0,20.0,7.0,126.5,9,3,9,1,0,6,1
57.0,1,1,1,1,46891.0,183.0,4706.0,91.0,43.0,12.0,23.0,29.0,15.0,61.0,2,1,4,1,0,4,0
53.0,3,1,1,1,70091.0,1161.0,4860.0,11.0,964.0,34.0,137.0,15.0,0.0,11.0,5,2,10,2,1,8,1
50.0,4,1,0,0,78075.0,988.0,4490.0,72.0,572.0,8.0,259.0,34.0,35.0,80.0,3,5,5,1,0,1,2
61.0,1,0,1,1,59184.0,1072.0,5063.0,6.0,341.0,81.0,113.0,120.5,81.0,66.0,6,6,12,3,0,5,1
45.0,2,1,1,2,54809.0,174.0,4696.0,0.0,63.0,6.0,57.0,13.0,13.0,22.0,2,1,5,4,0,4,0
63.0,2,1,1,1,58113.0,758.0,4925.0,66.0,221.0,81.0,169.0,102.0,78.0,84.0,9,2,8,3,0,7,1
64.0,3,1,1,1,51412.0,195.0,4585.0,42.0,140.0,3.0,29.0,4.0,5.0,14.0,3,2,4,2,0,4,0
43.0,2,0,1,1,15287.0,31.0,5032.0,60.0,1.0,2.0,8.0,4.0,3.0,13.0,1,1,2,2,1,7,0
65.0,3,1,0,0,66636.0,1084.0,4721.0,64.0,291.0,10.0,556.0,84.0,10.0,0.0,3,4,9,1,0,1,2
66.0,3,1,1,1,50965.0,685.0,4899.0,87.0,544.0,13.0,85.0,8.0,6.0,29.0,10,4,5,3,1,8,1
57.0,4,1,0,0,84618.0,1672.0,4624.0,96.0,684.0,81.0,556.0,21.0,66.0,0.0,6,9,10,1,1,2,2
32.0,2,1,0,0,18351.0,43.0,4648.0,1.0,1.0,12.0,9.0,0.0,14.0,7.0,2,0,3,1,0,7,0
65.0,4,1,1,2,40451.0,49.0,4538.0,54.0,35.0,0.0,4.0,0.0,0.0,10.0,1,1,2,1,1,5,0
57.0,2,1,1,1,36317.0,133.0,4808.0,53.0,87.0,3.0,25.0,3.0,2.0,13.0,3,0,4,2,0,7,0
65.0,2,1,1,1,42213.0,363.0,4665.0,96.0,309.0,3.0,24.0,4.0,3.0,20.0,5,1,7,2,1,7,1
67.0,2,1,1,1,65748.0,545.0,4845.0,58.0,172.0,73.0,93.0,95.0,78.0,34.0,2,4,10,2,0,1,2
50.0,2,1,1,1,77044.0,1065.0,4650.0,12.0,625.0,38.0,242.0,50.0,34.0,76.0,7,11,11,2,1,4,2
53.0,2,1,0,0,74918.0,2047.0,4879.0,78.0,972.0,59.0,556.0,25.0,19.0,59.0,5,9,6,1,1,3,2
50.0,2,1,1,2,56721.0,296.0,5011.0,64.0,157.0,6.0,39.0,6.0,13.0,75.0,4,1,5,5,0,6,1
47.0,2,0,1,2,42160.0,140.0,4771.0,26.0,48.0,9.0,45.0,3.0,15.0,20.0,2,1,4,4,0,6,0
57.0,2,0,1,1,61559.0,530.0,4752.0,8.0,279.0,81.0,88.0,32.0,14.0,34.0,4,2,10,1,0,3,1
59.0,4,1,1,2,33629.0,152.0,5095.0,49.0,132.0,0.0,16.0,0.0,0.0,4.0,3,1,4,5,0,9,0
31.0,4,1,0,0,68682.0,1598.0,4671.0,56.0,919.0,0.0,505.0,99.0,30.0,45.0,4,9,10,1,0,2,2
59.0,2,0,1,1,34377.0,114.0,4931.0,55.0,62.0,0.0,22.0,3.0,1.0,26.0,2,2,2,2,0,7,0
36.0,0,0,1,1,8940.0,101.0,5081.0,25.0,1.0,45.0,3.0,4.0,6.0,42.0,3,1,3,3,0,8,0
49.0,2,1,1,1,26228.0,25.0,4685.0,50.0,2.0,6.0,4.0,3.0,1.0,9.0,1,0,2,1,0,8,0
65.0,1,0,0,0,77297.0,789.0,4924.0,84.0,408.0,61.0,109.0,48.0,81.0,41.0,5,7,9,1,1,4,2
41.0,2,1,1,2,40211.0,87.0,4739.0,30.0,51.0,1.0,7.0,2.0,1.0,25.0,2,1,2,2,1,8,0
64.0,4,0,1,2,33438.0,90.0,4685.0,81.0,62.0,1.0,16.0,3.0,2.0,6.0,2,1,4,4,0,5,0
63.0,4,1,1,1,75032.0,1215.0,4832.0,74.0,952.0,12.0,180.0,47.0,12.0,12.0,5,4,9,2,0,3,1
67.0,4,0,0,0,61284.0,811.0,4665.0,76.0,618.0,15.0,106.0,20.0,7.0,45.0,11,2,8,1,1,6,2
36.0,2,1,1,1,22518.0,61.0,5020.0,36.0,11.0,7.0,12.0,2.0,2.0,27.0,2,1,2,2,1,5,0
47.0,3,1,1,1,54730.0,405.0,4723.0,64.0,318.0,3.0,17.0,4.0,7.0,56.0,4,1,8,5,0,4,1
67.0,3,1,1,2,38452.0,72.0,4496.0,62.0,56.0,0.0,14.0,0.0,0.0,2.0,3,0,3,3,0,7,0
51.0,2,0,1,2,44421.0,189.0,4904.0,53.0,110.0,5.0,59.0,7.0,1.0,7.0,5,0,4,5,0,8,0
36.0,4,1,1,1,38197.0,40.0,4770.0,86.0,23.0,0.0,11.0,2.0,1.0,3.0,1,0,3,1,0,5,0
44.0,2,0,1,1,41986.0,63.0,4545.0,15.0,27.0,5.0,8.0,8.0,3.0,12.0,3,0,4,3,0,4,0
39.0,2,1,1,1,28427.0,52.0,4870.0,67.0,18.0,3.0,19.0,3.0,3.0,6.0,2,0,3,2,0,8,0
46.0,4,1,1,1,37395.0,39.0,4463.0,47.0,18.0,0.0,9.0,0.0,1.0,11.0,1,0,3,1,0,6,0
51.0,2,1,1,1,64722.0,805.0,4439.0,47.0,303.0,0.0,280.0,60.0,81.0,15.0,8,2,11,4,0,6,1
66.0,3,1,1,1,55249.0,130.0,4478.0,81.0,97.0,1.0,19.0,2.0,0.0,11.0,2,1,4,1,0,3,0
50.0,2,1,0,0,84906.0,1631.0,4673.0,98.0,997.0,15.0,414.0,99.0,30.0,76.0,5,6,12,1,3,2,2
33.0,2,1,1,1,28691.0,34.0,4765.0,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1,0,3,1,0,8,0
70.0,2,0,1,2,44213.0,152.0,4617.0,48.0,95.0,11.0,35.0,0.0,4.0,7.0,2,1,5,4,0,6,0
38.0,0,0,1,1,25707.0,21.0,4567.0,18.0,1.0,6.0,2.0,3.0,6.0,3.0,1,0,3,1,0,7,0
55.0,4,1,1,3,59062.0,71.0,4674.0,74.0,46.0,1.0,12.0,3.0,0.0,9.0,2,0,3,2,0,4,0
60.0,2,0,1,1,76624.0,899.0,4441.0,68.0,411.0,81.0,147.0,54.0,81.0,66.0,5,10,7,1,1,1,2
75.0,3,1,0,0,66000.0,711.0,4475.0,36.0,244.0,51.0,270.0,101.0,0.0,45.0,1,3,5,1,0,1,2
44.0,4,1,1,1,27683.0,351.0,5099.0,90.0,152.0,9.0,121.0,12.0,12.0,45.0,6,2,4,4,0,8,1
51.0,2,0,0,0,1730.0,8.0,4447.0,65.0,1.0,1.0,3.0,1.0,1.0,1.0,0,0,0,15,0,20,0
30.0,0,0,1,1,7500.0,119.0,4978.0,63.0,10.0,17.0,18.0,8.0,26.0,40.0,3,2,2,4,0,9,0
54.0,2,1,1,2,40521.0,21.0,4855.0,82.0,12.0,0.0,5.0,0.0,0.0,4.0,0,1,2,1,0,5,0
49.0,4,1,1,1,20427.0,10.0,4502.0,63.0,5.0,0.0,4.0,0.0,0.0,1.0,1,0,2,1,0,8,0
47.0,2,1,1,1,65106.0,973.0,4441.0,55.0,790.0,19.0,133.0,12.0,0.0,19.0,8,3,13,3,1,6,1
57.0,4,1,0,0,69969.0,1536.0,4711.0,64.0,882.0,29.0,514.0,38.0,29.0,44.0,4,2,6,1,2,3,2
70.0,2,1,1,2,67433.0,992.0,4753.0,51.0,615.0,28.0,259.0,12.0,48.0,30.0,6,5,13,4,1,4,1
55.0,4,1,1,1,77766.0,1529.0,4897.0,97.0,1004.0,59.0,265.0,115.0,59.0,27.0,11,10,11,2,1,6,2
50.0,2,1,1,1,74716.0,860.0,4695.0,92.0,133.0,27.0,421.0,13.0,81.0,71.0,7,3,5,2,0,4,1
59.0,2,0,1,1,68118.0,928.0,4659.0,51.0,595.0,23.0,123.0,10.0,23.0,126.5,8,9,4,2,0,6,1
52.0,4,1,1,2,55158.0,418.0,5104.0,72.0,293.0,0.0,87.0,4.0,11.0,23.0,7,2,5,4,0,7,1
67.0,1,1,1,1,62972.0,587.0,5100.0,39.0,313.0,15.0,47.0,20.0,0.0,126.5,7,4,3,2,0,6,1
47.0,2,1,1,1,74190.0,641.0,4453.0,49.0,151.0,81.0,86.0,120.5,81.0,64.0,4,2,11,2,0,2,2
46.0,2,1,1,2,39356.0,23.0,4507.0,21.0,15.0,0.0,2.0,0.0,0.0,6.0,1,0,2,1,1,6,0
53.0,2,1,0,0,76653.0,2279.0,4722.0,91.0,736.0,63.0,556.0,120.5,81.0,126.0,4,7,11,1,2,2,2
49.0,4,0,1,2,35860.0,49.0,4446.0,37.0,15.0,0.0,8.0,4.0,2.0,20.0,1,1,2,2,1,5,0
39.0,4,0,0,0,90687.0,1779.0,4808.0,98.0,982.0,17.0,556.0,23.0,34.0,51.0,6,2,8,1,1,2,2
40.0,3,1,0,0,73450.0,1804.0,4611.0,85.0,1142.0,51.0,415.0,90.0,69.0,37.0,7,8,11,1,2,3,2
62.0,2,1,1,2,31454.0,48.0,4763.0,40.0,28.0,0.0,11.0,0.0,0.0,9.0,2,0,3,3,0,8,0
70.0,2,0,1,2,47139.0,83.0,4520.0,2.0,46.0,0.0,12.0,0.0,2.0,23.0,2,1,2,2,0,7,0
47.0,2,0,0,0,83829.0,1862.0,4669.0,78.0,897.0,81.0,430.0,120.5,81.0,27.0,4,7,6,0,3,1,2
59.0,4,1,1,2,53378.0,793.0,5048.0,41.0,489.0,6.0,152.0,8.0,6.0,126.5,9,4,6,10,0,8,1
52.0,2,1,1,1,19656.0,84.0,4911.0,94.0,25.0,4.0,9.0,6.0,8.0,32.0,2,1,3,3,0,7,0
74.0,4,1,1,1,45579.0,183.0,4718.0,10.0,145.0,1.0,33.0,2.0,1.0,1.0,4,1,4,1,0,6,0
64.0,1,0,0,0,85485.0,1383.0,4413.0,73.0,630.0,26.0,556.0,44.0,18.0,54.0,6,6,6,1,0,2,2
78.0,2,1,0,0,55956.0,999.0,4488.0,22.0,760.0,38.0,104.0,50.0,9.0,38.0,7,3,4,2,1,4,2
59.0,3,0,1,1,64191.0,825.0,4928.0,30.0,420.0,15.0,186.0,120.5,38.0,15.0,5,3,13,3,0,3,1
50.0,2,0,1,1,38808.0,246.0,5077.0,21.0,125.0,17.0,52.0,3.0,19.0,30.0,5,1,4,4,1,8,1
56.0,3,1,1,2,57183.0,610.0,4872.0,51.0,464.0,5.0,64.0,7.0,0.0,70.0,9,1,7,8,0,8,1
54.0,3,0,1,1,23748.0,76.0,4990.0,97.0,6.0,6.0,29.0,12.0,15.0,8.0,2,1,3,3,0,8,0
51.0,2,1,1,1,66303.0,1286.0,4893.0,56.0,1090.0,12.0,96.0,16.0,12.0,60.0,3,4,11,4,1,8,1
47.0,3,1,1,1,37368.0,30.0,4600.0,4.0,3.0,2.0,11.0,2.0,2.0,10.0,1,0,2,1,1,6,0
58.0,2,1,1,3,40800.0,99.0,4949.0,77.0,24.0,0.0,27.0,8.0,30.0,10.0,3,0,3,2,0,7,0
44.0,2,0,0,0,71847.0,1192.0,5051.0,95.0,737.0,21.0,106.0,55.0,63.0,126.5,6,7,9,0,1,3,2
47.0,2,1,1,1,46149.0,362.0,4617.0,36.0,254.0,6.0,71.0,4.0,0.0,27.0,5,1,7,5,0,5,1
39.0,2,1,0,0,78687.0,2130.0,5094.0,13.0,817.0,81.0,556.0,120.5,55.0,126.5,4,6,8,1,1,2,2
51.0,1,0,0,0,49118.0,1229.0,5085.0,90.0,620.0,54.0,239.0,99.0,81.0,119.0,9,7,10,2,2,7,2
65.0,4,1,1,2,37633.0,38.0,5052.0,49.0,13.0,4.0,20.0,0.0,0.0,1.0,1,0,3,2,0,9,0
71.0,3,1,0,0,39767.0,485.0,4748.0,18.0,113.0,61.0,204.0,34.0,26.0,47.0,7,1,7,2,0,8,1
71.0,0,1,0,0,26997.0,434.0,5006.0,89.0,7.0,23.0,78.0,120.5,49.0,126.5,4,2,5,2,0,7,1
52.0,2,0,1,1,33986.0,44.0,4877.0,43.0,16.0,2.0,18.0,2.0,1.0,5.0,1,0,3,1,0,7,0
50.0,4,1,1,1,57091.0,496.0,4988.0,82.0,462.0,0.0,24.0,6.0,0.0,4.0,9,2,5,2,1,7,1
53.0,1,1,1,2,46831.0,78.0,4791.0,84.0,22.0,2.0,10.0,6.0,4.0,34.0,1,2,2,2,0,4,0
50.0,3,1,0,0,83151.0,2346.0,4909.0,80.0,968.0,81.0,556.0,120.5,42.0,126.5,5,7,10,1,3,2,2
51.0,2,1,0,0,52531.0,794.0,4951.0,68.0,283.0,81.0,151.0,51.0,72.0,125.0,7,2,10,2,0,6,2
66.0,2,1,0,0,15759.0,17.0,4702.0,12.0,1.0,2.0,5.0,6.0,0.0,3.0,1,0,2,1,0,7,0
51.0,2,0,1,1,22804.0,26.0,4738.0,75.0,14.0,1.0,7.0,2.0,1.0,1.0,2,0,2,1,0,9,0
49.0,1,1,1,1,43050.0,76.0,4508.0,10.0,30.0,5.0,24.0,6.0,3.0,8.0,2,0,4,2,0,5,0
45.0,4,0,1,2,42997.0,15.0,4609.0,91.0,4.0,0.0,5.0,0.0,1.0,5.0,1,0,2,1,0,7,0
59.0,4,0,1,2,48918.0,62.0,4483.0,21.0,52.0,0.0,9.0,0.0,0.0,1.0,1,0,4,2,0,4,0
68.0,3,1,1,1,60033.0,198.0,4497.0,28.0,62.0,1.0,57.0,19.0,11.0,48.0,2,1,5,2,0,2,0
44.0,4,1,1,1,34043.0,49.0,4652.0,97.0,20.0,2.0,14.0,3.0,0.0,10.0,2,0,2,1,0,9,0
56.0,2,1,1,1,57811.0,802.0,4775.0,49.0,545.0,7.0,114.0,37.0,21.0,78.0,7,2,11,5,1,5,1
76.0,2,1,0,0,78569.0,1736.0,4535.0,14.0,558.0,79.0,556.0,120.5,81.0,95.0,4,6,4,1,1,1,2
44.0,2,0,1,2,7500.0,57.0,4954.0,5.0,6.0,5.0,4.0,13.0,4.0,25.0,2,1,3,4,0,6,0
51.0,3,1,1,1,117416.25,59.0,4795.0,37.0,39.0,1.0,9.0,2.0,0.0,8.0,1,0,1,0,0,1,0
69.0,2,1,0,0,94384.0,2302.0,4887.0,62.0,1111.0,24.0,556.0,120.5,45.0,126.5,5,8,5,0,3,2,2
37.0,1,1,0,0,23148.0,37.0,4536.0,83.0,4.0,6.0,8.0,6.0,3.0,10.0,2,0,3,1,0,7,0
52.0,2,0,1,2,44267.0,310.0,4894.0,48.0,183.0,5.0,65.0,3.0,5.0,49.0,5,2,4,5,0,9,1
43.0,2,1,0,0,71626.0,1305.0,5010.0,94.0,546.0,72.0,376.0,94.0,81.0,72.0,5,5,8,1,1,3,2
56.0,2,1,1,1,60894.0,832.0,4771.0,61.0,606.0,7.0,155.0,10.0,0.0,54.0,10,3,8,5,0,7,1
46.0,2,1,1,2,50200.0,401.0,4857.0,70.0,266.0,6.0,51.0,8.0,6.0,64.0,7,1,5,6,0,8,1
57.0,4,1,0,0,81051.0,1501.0,4442.0,43.0,1142.0,29.0,249.0,38.0,29.0,14.0,5,5,12,1,2,2,2
40.0,2,1,0,0,65169.0,1189.0,4571.0,23.0,1074.0,0.0,69.0,0.0,0.0,46.0,10,4,13,1,4,6,2
50.0,2,1,1,1,59868.0,1194.0,4747.0,37.0,771.0,51.0,154.0,54.0,10.0,126.5,11,2,12,7,0,6,1
62.0,4,1,1,1,65695.0,656.0,4554.0,50.0,371.0,32.0,189.0,0.0,58.0,6.0,5,4,10,2,0,4,1
66.0,3,0,0,0,64857.0,1540.0,4988.0,78.0,556.0,14.0,556.0,120.5,0.0,43.0,7,5,10,1,0,4,2
57.0,3,1,1,1,45143.0,311.0,4712.0,74.0,202.0,5.0,74.0,11.0,5.0,14.0,6,1,5,3,0,7,1
67.0,1,1,1,1,74805.0,820.0,4640.0,14.0,209.0,81.0,209.0,41.0,81.0,37.0,4,7,10,5,0,2,2
33.0,1,1,1,1,59060.0,274.0,4574.0,77.0,35.0,40.0,111.0,36.0,40.0,12.0,3,1,7,3,0,4,1
60.0,4,0,1,2,27238.0,57.0,4840.0,39.0,37.0,0.0,17.0,0.0,0.0,3.0,3,0,3,3,0,9,0
57.0,2,1,1,1,47009.0,448.0,4676.0,89.0,171.0,45.0,73.0,59.0,10.0,90.0,3,2,8,4,0,4,1
49.0,1,1,1,2,46094.0,44.0,4424.0,62.0,12.0,2.0,20.0,3.0,2.0,5.0,1,0,3,1,0,7,0
50.0,2,1,1,2,40321.0,102.0,4740.0,59.0,44.0,4.0,21.0,6.0,0.0,27.0,3,0,3,2,0,7,0
38.0,2,1,1,1,37235.0,61.0,4553.0,68.0,20.0,2.0,9.0,4.0,6.0,20.0,1,1,2,1,0,4,0
62.0,3,1,0,0,81843.0,1643.0,4838.0,13.0,779.0,81.0,537.0,34.0,69.0,126.5,5,9,12,1,0,3,2
64.0,3,1,1,1,46692.0,397.0,4793.0,37.0,170.0,6.0,97.0,24.0,12.0,88.0,6,1,5,3,0,6,1
54.0,2,1,1,1,77382.0,1121.0,4578.0,36.0,491.0,48.0,231.0,112.0,81.0,126.5,5,7,12,2,1,1,2
45.0,2,0,1,2,37774.0,473.0,5069.0,28.0,173.0,8.0,107.0,7.0,2.0,126.5,7,2,3,4,1,9,1
48.0,0,1,1,1,18393.0,50.0,4497.0,2.0,7.0,10.0,13.0,16.0,0.0,4.0,3,0,3,2,0,8,0
60.0,3,1,1,1,72828.0,1678.0,4905.0,17.0,1205.0,0.0,235.0,19.0,14.0,126.5,6,3,13,6,0,7,1
40.0,2,1,0,0,24711.0,58.0,4477.0,86.0,10.0,7.0,25.0,6.0,3.0,7.0,3,0,3,1,0,7,0
47.0,4,1,1,1,45503.0,170.0,4682.0,54.0,97.0,4.0,44.0,6.0,1.0,18.0,3,1,4,1,0,5,0
40.0,3,0,0,0,6560.0,373.0,4604.0,2.0,67.0,11.0,26.0,4.0,3.0,126.5,1,0,1,0,0,17,0
